87313759,60220,41096,43760,40228,42685,32396,51811
87481614,44170,33021,35637,38027,38473,22773,27466
87317362,80100,727081,750298,710325,757362,505759,650701
87545269,94480,1453063,1471462,1462108,1457253,660309,1594567
87386052,78100,238687,235698,228032,221003,126513,209673
87381657,78260,3454567,3497615,3478859,3468208,1597517,2450555
87316745,80560,308,104,235,2,0,0
87342048,62121,92084,96451,92323,97848,67305,71432
87271460,93290,6690263,7199779,7590098,7971396,2177954,3460437
87271494,95700,13534634,14649835,14907773,15227840,5011999,6281244
87757559,83530,19240,14154,15093,22284,15390,25094
87781278,34300,660656,697091,588297,542288,394380,561160
87586008,47000,1141620,1194455,1109199,1211323,860964,1184007
87595157,24460,1134,1583,1492,2538,3271,4119
87171702,2190,8979,7368,6155,8796,10436,12294
87485193,17290,266,14513,18670,31170,24987,32989
87741421,73610,3912,3117,2535,4754,2921,3658
87741256,73220,69078,77759,76441,80418,62936,65472
87734129,63260,78088,77218,70745,75954,50677,55143
87775858,30220,3546,4822,5311,6146,5683,8201
87586693,47190,90187,96909,92690,109094,89616,106764
87185629,70320,5942,5594,4429,7348,8639,5715
87313221,80250,109495,109757,99154,110710,93929,115954
87313098,80470,123926,130664,126145,134750,105120,112866
87775833,30470,159,230,445,1034,3752,6335
87741769,73210,105331,106398,104267,105825,71603,60161
87713636,21110,24134,25375,24241,25004,19409,21511
87751404,13100,998093,1106279,769147,542347,189752,276414
87319012,13592,3403078,3699076,3597729,3594151,2059068,2916645
87741132,73100,1295717,1370409,1287574,1515076,988929,1322646
87592667,87700,8301,8524,5734,10016,8611,11887
87722744,69340,27939,35720,37031,37840,32702,37923
87746115,73410,86676,99810,84275,106006,67880,90061
87313072,80300,455852,471473,447970,473720,347558,421455
87741645,73200,330624,336210,290751,310114,202236,248996
87615005,81000,392651,432819,368147,415630,287025,391271
87615195,81000,52084,55019,44787,51855,37520,57591
87613398,82350,9415,11579,8780,11386,11378,19376
87721266,69250,231790,246020,229444,238564,186241,248756
87444711,61000,393130,408691,370206,400220,232970,310971
87775288,30100,441259,461106,417520,433827,307874,397673
87594234,19240,14697,16670,18504,23411,15856,17797
87113878,93320,683635,673383,651602,630008,940572,687434
87783654,48190,116,132,198,235,182,206
87731885,43580,598,812,1013,1310,949,1447
87182238,68130,286839,310531,303746,322676,217365,250081
87172262,8300,37854,47918,48163,52065,38365,48289
87592311,87240,31750,30597,25961,27893,25184,28521
87743716,1500,1188233,1223516,1168627,1254920,838327,1043483
87574343,37400,513690,560417,556255,589710,380263,528945
87743146,1500,7700,6623,5983,9145,5665,6321
87313874,80017,5229456,5447333,5244716,5360735,3694011,4729432
87171744,2190,12624,15485,15470,14722,13302,14165
87394205,28300,25333,23907,23309,26442,24910,25521
87721035,69550,298064,317836,276412,317136,206265,245200
87481192,44150,892451,962972,926200,998815,623147,775939
87172858,8500,5123,6235,6979,7376,5694,5985
87575332,86700,11143,9727,8847,9770,7457,10031
87192419,57130,50233,49942,50010,50264,37560,49721
87715102,39320,9288,6806,4050,5782,4698,9982
87381491,78570,623470,563440,499012,445551,205140,516688
87726406,42160,19698,23002,25637,37934,20292,21399
87484048,49000,12663,12708,16070,23126,18317,23674
87484006,49100,5368048,5647027,5372470,5739760,3433325,4662966
87543090,91670,162250,170954,175547,183224,75617,130031
87583005,16022,1688713,1835079,1712440,1826364,1111740,1516910
87485102,17690,15996,16213,9187,11349,7140,10878
87296566,2320,80983,83874,75945,87841,59518,76946
87286856,59650,641,811,1285,1638,882,1388
87746008,74000,2216925,2390892,2209179,2334077,1562888,2127405
87745497,74100,767099,793906,618090,709777,647893,1023717
87295055,59186,20983,20943,20097,20768,14384,18522
87721324,69480,365763,397242,397142,444151,284335,343949
87757567,83530,3867,3503,3680,6677,5313,8814
87757674,6600,1953102,2220716,2105087,2440877,1369074,1865911
87317255,62134,18542,12147,2643,811,412,3630
87191387,57320,657,744,1191,1591,1560,1789
87191643,57480,1059,1105,1164,907,369,294
87296459,60400,6728,6961,7832,7990,5965,6565
87582726,33640,38450,40409,42489,58138,46502,50805
87718155,39600,42298,50131,44352,52202,52302,66112
87718841,25610,47098,50233,43376,55544,47438,56289
87582668,33120,792957,910395,907838,1085934,772522,983833
87144410,88380,52117,53916,51087,64056,40349,54228
87683680,89270,1962,2408,2091,2752,2568,3008
87580340,13007,15652,19702,42045,56897,35506,47457
87671479,40110,4859,5917,5591,4562,3870,4360
87784231,66700,106538,126203,103492,117724,86560,124292
87444539,61200,291798,298107,274448,294691,175602,256502
87381848,95100,15388969,15608674,16094786,16219640,8206484,14527144
87746859,74400,15678,13277,15238,14463,12408,12758
87597120,36200,126215,134473,128952,153723,118590,145226
87753657,13200,677260,715084,646535,690306,358566,589761
87345421,59151,47584,45719,39776,39865,22092,23159
87286146,59280,816834,826628,761726,793833,613551,671188
87396549,72230,15575,17688,14550,12703,7963,8831
87281121,59285,124209,126380,120466,127818,87107,96189
87545467,91290,1677901,1714359,1714853,1725668,812586,1295988
87342014,62000,4138307,4361839,4060559,4297088,2622169,2979908
87394486,28290,6770,7322,7113,8096,7471,9504
87192401,57130,121770,113392,102738,108528,74062,91172
87543058,45410,60354,62856,62685,71415,60524,74019
87672212,64170,38017,40928,33858,42665,30597,45644
87734251,43360,37278,42656,37485,51427,26500,35598
87286864,59650,14407,17590,18741,16603,9877,12672
87381137,92600,15431212,15666171,16317005,16996318,8693940,15175351
87763250,5140,9597,11474,9306,8513,3410,2895
87672162,64510,461,168,151,273,559,586
87613075,46320,10561,9895,7528,8883,7173,10281
87545251,91200,1660228,1687816,1680397,1684717,570450,1064434
87751750,13400,841969,971737,935040,958241,634307,844535
87594465,19190,7895,8054,6662,8137,5011,6209
87386730,78410,1612926,1723706,1801226,1900062,988132,1266548
87734111,63260,4849,6420,7945,8809,5053,5672
87491233,33240,19924,25566,30075,39025,28303,38410
87611764,32270,7969,9714,7586,10418,7529,10844
87396572,72800,19307,15823,13647,13396,8620,13479
87345447,59265,49293,47944,44209,50636,25519,23090
87342246,62690,60607,58250,48982,50207,39296,21048
87613224,12110,5577,5790,5550,5717,4316,4501
87316604,62140,32,3,83,126,5,830
87191684,54580,3420,2186,1839,2608,1568,1694
87172122,8320,9191,9767,9357,10424,9818,9456
87597823,23200,7732,6342,4171,4438,516,687
87611749,32000,217086,239210,191987,225670,151588,194599
87317230,62770,7936,5041,1414,1133,589,7418
87444059,14250,16471,16234,14323,15635,10779,14265
87281428,62370,233684,244600,233256,250145,197448,232323
87194357,54560,7155,6641,4803,6265,4600,5934
87415158,76720,186549,188636,197127,214793,159577,184178
87562421,63510,12081,10477,8009,10154,6224,7691
87271411,93600,24327097,24926269,24831698,24479374,12900964,20087367
87295600,59620,580610,614240,597836,621126,451188,511434
87313767,76390,1727,2295,1693,951,865,2173
87783266,48130,7178,7754,7100,8036,5641,6535
87545657,28700,33197,31784,30121,30190,16876,21915
87476200,56400,798576,829917,786183,887927,623457,867879
87726760,43110,63844,51339,64270,69598,35557,49788
87645002,15000,143170,154733,136951,120175,81046,115900
87611384,31190,394346,396360,316911,343578,258534,301569
87694570,71400,64509,63847,63796,61002,60025,64134
87276543,95430,123968,127133,124831,137596,59979,94246
87683573,89000,384021,427853,376911,448592,272310,327656
87713347,21130,272128,284494,270708,298952,246666,258572
87683789,89200,36096,41444,36833,45473,30046,37849
87171579,51160,21039,15908,12786,18793,17236,22380
87543207,75016,1838993,1836151,1804822,1773182,836594,984899
87381038,75016,1181387,1211248,1217132,1229815,634456,645324
87381046,75016,891938,874140,839928,809171,436310,418488
87295725,59440,4698,5569,6868,7084,2791,2318
87295733,59440,160636,165722,153358,170792,111552,120372
87765008,84000,2341921,2575499,2158528,2301960,1279138,2067055
87318964,84000,3836804,3899905,3685875,4094962,2154016,3124201
87616011,31290,26652,26703,17746,20463,15673,19623
87342584,62210,77329,83024,78849,84499,45458,47150
87576439,18520,26383,28903,27513,35132,28256,39421
87718551,25690,17448,17198,15850,21973,13740,10155
87448514,50300,23086,24311,16954,16899,13362,19124
87313296,60130,6980,6887,6801,5073,3772,3941
87611533,9110,76609,84104,68712,66861,35495,48402
87171561,51160,67550,67310,59687,58894,42312,41948
87437806,17440,12485,11792,9352,11310,7205,9707
87571638,37190,70146,71656,72388,84578,66667,76788
87574442,37270,13090,13521,13004,13599,8865,13552
87141408,54122,12881,11678,10053,10951,7448,8498
87590349,44240,107295,114818,93097,65168,34528,32561
87141416,54120,134114,129480,116842,128406,86853,101089
87613604,46270,4038,4727,3358,1569,920,1924
87684191,77167,223786,114246,57849,29663,13759,28521
87783647,48190,556,601,610,692,538,600
87764571,30200,0,0,0,0,0,0
87773457,34670,146538,174582,156311,188711,166854,285694
87394411,28120,75577,74398,76427,79178,67661,95047
87286179,59270,955858,998316,944255,1021600,764001,855738
87342592,62580,1628,951,687,852,640,540
87144147,88240,3918,3047,2384,2801,1965,1788
87141531,54550,2676,563,7,60,2,6
87286872,59780,44687,53118,54454,57067,33237,35458
87313569,60250,11228,11831,10936,10295,6145,7808
87726869,42510,105225,96801,77780,83759,58218,71325
87571604,37510,33804,36096,38016,44366,28881,25746
87681437,91610,521401,515230,498440,485406,261589,437411
87111864,48000,5,2,6,12,16,0
87783324,48500,4094,4045,3646,3164,2556,3286
87755223,83150,315616,340862,304322,324916,220175,289858
87474189,29380,23072,22688,22562,28103,25645,29217
87182840,68490,10091,9423,8034,7285,4662,5363
87784298,66650,71187,80181,64538,74781,50479,77197
87175042,55000,387660,415280,381208,416584,279951,337714
87118299,10200,81953,83462,74247,89686,79554,75139
87615757,12160,6053,6141,6223,9837,7645,10006
87411264,76360,254756,238655,222939,238127,169387,184673
87297291,2000,10665,11174,8608,6141,6211,9498
87783563,48000,23,24,16,76,109,55
87192658,55240,8703,9225,7517,9000,5756,8374
87214247,67140,290643,298416,289868,302765,214461,259665
87582759,33720,21672,20850,17065,19071,14286,17115
87182113,68870,141588,145840,139801,143212,86048,93691
87726778,43120,91221,65736,82163,102476,55120,72874
87184200,90350,5992,6267,5387,6821,3614,6392
87699223,41200,0,0,0,0,95,659
87191601,57110,632,642,523,646,14,18
87581850,33530,13262,18450,24017,39149,23363,38136
87481770,44740,9851,11675,12216,15922,11761,18989
87574152,45130,11273,12138,14919,16635,8932,11469
87718460,25110,169972,170977,160265,184027,155122,177034
87345280,59221,174049,180078,175839,185978,106504,81470
87175133,52170,1730,1296,2074,981,193,145
87444067,14400,530050,547532,489769,572729,312198,375364
87141218,54290,140514,140910,131165,139986,106890,127453
87673004,64100,800871,901165,829006,948134,660529,1000265
87171462,51110,179649,186025,165165,174023,173338,214092
87611723,31450,67474,68316,50573,55961,52111,72192
87171348,2220,10238,8864,8488,5856,4467,2487
87696468,58160,1304,609,580,334,295,460
87317610,62100,1828,3080,2191,2990,3180,5232
87775023,30300,8729,9383,7446,6521,17161,34642
87574160,45190,335196,342444,336506,365966,243606,326063
87756379,6310,461285,541376,501699,580072,329716,396883
87387183,27170,12102,14013,13543,12520,6269,7841
87713545,21200,872976,945053,843437,902907,656096,734727
87317198,62990,23410,13336,2962,2379,1744,13682
87582700,33640,202064,220784,235945,275136,189370,252152
87313510,60000,1379556,1402417,1298880,1327596,988279,1241717
87485342,79360,24094,24545,24235,26170,25176,29514
87775809,30640,800,585,299,916,4826,12738
87382002,92400,11036425,10854104,10508412,10269355,4409499,8732029
87781609,34600,16859,17095,15337,13726,16035,23592
87765198,84370,20850,26959,20795,20446,9782,13476
87672774,64490,15975,18010,12640,16872,12252,16543
87581801,33130,18524,24941,27100,34296,24877,33584
87491076,17800,205,200,11,89,55,27
87184002,90000,1059616,1146193,1006802,1124537,775926,908286
87300822,90400,739676,791713,733608,739793,360875,476167
87592485,87300,36090,34347,23075,26216,16307,24849
87473165,22810,2125,2129,1700,1711,2286,2760
87745000,1200,1359050,1352028,1151476,1305663,775242,1123969
87641068,3330,8580,6744,6547,6618,3307,5018
87141804,54940,28504,28306,23040,25006,17494,20628
87721357,69220,831617,868192,850238,955807,609269,749047
87486142,85170,58233,67909,73772,85566,57289,71832
87393116,92360,1369605,1370573,1346821,1326402,561566,963958
87743526,1810,7693,7183,5208,5373,3355,3683
87276550,95270,178318,182248,188233,182798,70829,160085
