87595876,24170,9965,9336,7242,7409,3663,2896
87783670,48170,549,609,290,264,311,253
87476408,56550,1078,450,1127,1586,1375,2349
87784892,66760,10,4,33,78,23,46
87673285,40230,8446,8096,9254,13991,11675,16852
87192302,57670,7830,8829,9158,11223,7919,8422
87214122,67230,452346,486730,494393,562406,361262,428559
87576447,18520,11735,13874,12622,16781,17995,16544
87193250,57800,119276,126267,108518,130046,77404,109573
87584268,24100,275003,297352,271436,185431,199226,278850
87281105,59380,170474,181696,178905,202757,125757,127268
87295808,59145,15493,18551,17711,19722,8730,7392
87444299,27300,465550,484156,447200,477308,336799,401880
87592352,87370,5404,5126,4566,4347,3064,3049
87215335,57930,20717,20083,21396,21267,15676,18806
87141424,54120,4560,3521,3502,3894,3434,3561
87345553,59980,5869,5685,7001,8199,4525,2338
87300863,25870,682900,712656,641643,657453,349723,501306
87718015,25000,83461,92077,76137,80798,52359,38644
87718007,25000,2040910,2118267,1948332,2155623,1587747,1910107
87471219,44290,20650,22423,24110,28946,15975,22049
87276642,95550,668488,700747,707523,737892,340303,693514
87696336,3340,10237,11083,11071,13912,9102,13665
87594747,46110,7,7,20,5,10,9
87342006,62400,1775966,1844883,1744515,1838636,1134785,1275459
87471045,35830,54956,60526,57640,69479,48846,60428
87343160,59192,2329,2968,1776,2320,913,1588
87342402,62660,12758,13702,12855,16102,7478,10410
87393363,78650,177372,184586,188216,192598,86727,151643
87723544,1700,185736,202058,198025,213302,137011,176189
87781005,34500,1374338,1441893,1214111,1129019,831286,1192730
87342097,62118,59082,64218,57790,61097,37582,47484
87673400,64200,419448,501005,496224,571419,431935,630302
87328328,75013,28385788,28540419,28137619,27828914,11758713,10119704
87673699,64780,1621,1600,1739,2497,2001,3382
87691949,64400,3829,5771,4020,7401,2525,3220
87393546,91570,481167,467275,444063,426162,172854,280066
87144188,88430,3142,2871,1579,1175,806,45
87582478,33380,771937,864473,853936,958484,658271,858671
87576306,18190,1920,1996,1061,358,79,112
87345140,62420,203519,221829,221159,233559,138698,140881
87757690,6410,195896,239282,227496,273426,150711,205494
87212308,67800,47310,45637,46267,52507,32597,41226
87214296,67830,122510,122728,122565,133047,92984,102113
87213611,67240,541035,578058,597882,656797,495341,601949
87193821,57230,18895,19610,20640,26270,15583,22009
87182576,68620,33589,35640,32939,36084,29187,30522
87141135,54360,279193,264277,246147,251380,177687,216220
87713073,21540,39990,43707,35558,36585,36567,36394
87313809,76340,31099,28546,22833,21218,29382,31720
87317248,62770,1407,535,5,8,77,882
87581728,33290,98420,103648,112764,159082,100168,124846
87694612,71450,5586,6130,7317,13853,21322,22555
87574475,37150,127815,139181,139736,145603,101869,141435
87574004,41000,1499456,1576606,1465901,1507917,934646,1232414
87444380,14910,1978,2020,1927,2404,1398,1864
87726471,42130,22402,13859,11921,25451,16541,20030
87172049,8120,68443,68922,64059,65702,66622,73125
87296269,2110,167908,171123,154861,142094,109447,120520
87684407,91720,48929,44679,39428,35444,17612,36843
87381079,92270,5106507,5474708,5453024,5459393,1956992,4906735
87721787,69620,46924,25221,28578,35206,23861,27078
87682203,77590,1268641,1249808,1208919,1169555,553575,927606
87342071,62175,636,894,1115,1937,879,1346
87543082,45480,5823,6416,7042,7250,5241,4979
87645184,15600,120,82,58,61,13,78
87682518,77310,131326,132082,129907,129195,68921,89893
87381152,95650,251490,239132,221223,207727,88484,237004
87413351,76210,7726,7403,6070,3280,0,0
87764357,84500,129801,136888,115731,134248,87212,138486
87182709,68540,257549,260987,259569,298568,204231,232620
87142224,52310,5014,2661,2216,3479,1999,2577
87784801,66210,1473,1378,1188,1965,2147,3333
87113407,93140,13017323,13024968,12799616,12574385,7412905,10222297
87478065,35270,8156,7397,4713,4671,3261,3107
87545731,28800,36828,37827,35211,42944,28093,41599
87746339,74130,198876,236990,229975,244862,195951,247456
87415893,78270,749898,713057,665715,636589,278424,619227
87745596,74890,105884,120032,93004,104878,90360,134724
87726414,42160,55706,59067,57138,66667,36464,40429
87276444,60820,43084,46272,44209,41161,24170,34587
87581009,33800,12198403,14979299,16080989,17675655,11184093,16454662
87491019,17430,7378,7084,6178,8135,5494,9594
87276717,60540,298770,305842,278858,297438,209769,236641
87481200,44830,19696,25179,26796,33921,24669,35343
87673095,64340,5767,6094,6848,8764,5206,9876
87345389,59111,33428,36656,34644,37029,25002,17881
87775346,30190,1396,1224,1768,1745,3772,6038
87276485,95570,1000990,1036366,1078777,1064575,427733,981994
87382440,78170,851846,869754,869907,876847,436970,703957
87543181,75016,3615337,3484634,3290898,3130349,723394,1151507
87725473,24750,0,0,0,0,53,4401
87317016,62200,292292,306739,286180,314693,208525,242201
87317586,62200,858187,857777,784536,830447,568031,741122
87757534,83700,22844,15423,11894,19593,13038,23267
87545178,91850,1442819,1470879,1463257,1476220,626559,953033
87281279,59630,14627,15587,14818,20921,17061,18171
87214775,67420,8146,8579,7918,7947,8323,7693
87743005,1000,1728014,1814080,1662833,1770487,1214094,1453090
87784876,66760,5349,4874,4557,4528,2767,2974
87741793,73700,347270,345929,344666,369133,246215,204591
87576207,18000,880015,915112,843252,980131,615575,829220
87481242,44580,14164,15541,14560,18222,11428,16403
87723429,38300,1701021,1838742,1765349,1855873,922883,1381493
87415323,27520,2347,1717,1534,2424,5189,8528
87486324,85480,716,573,729,949,320,1058
87684118,77780,114171,127852,138473,151614,83212,155144
87393603,27580,469,82,0,0,0,0
87481176,44190,16363,18605,14045,13195,11096,21080
87611095,31360,174130,206713,167352,190457,124996,164836
87682138,91800,3712941,3677684,3585833,3487143,1921990,2906672
87726216,42160,32178,37248,33990,43426,26961,34858
87681478,91820,200565,193710,183549,174695,91214,151469
87174433,51400,964,1262,889,778,38,0
87193177,57320,27628,28274,23612,19477,12232,15501
87313213,80440,16521,14182,16049,18323,10945,13791
87615054,11150,62165,67119,55774,77466,57267,85448
87476242,56700,1601,2015,3550,8446,7003,6799
87734244,63570,108499,111519,95369,102367,75737,86092
87611822,31490,239714,227273,191089,174997,148043,167990
87713644,21470,43048,43808,36959,36997,28595,28186
87413344,76110,486612,516073,514962,595924,393317,471118
87345108,62117,79737,81110,81038,86470,66521,70529
87756833,6540,57215,71707,60658,70196,32917,27475
87182659,68380,31159,28724,27185,30219,28763,29562
87473827,22140,2270,1748,2925,4787,5021,3841
87487249,79300,25548,26896,23188,23722,16133,21044
87474007,29211,1631603,1709736,1722004,1962604,1305129,1760542
87471102,35160,86106,80861,78865,87850,59860,57397
87594762,46130,18328,16366,14024,15092,9375,12182
87313247,60120,36570,36651,36295,41007,30912,35539
87712265,21490,8375,8340,10112,8764,10228,12569
87545194,91220,6515476,6638324,6622680,6654818,3240166,5104301
87394270,61110,24073,20934,20615,22932,21239,25848
87444042,14740,20034,22059,19515,26421,21779,23882
87171322,51140,13118,13838,13976,19333,22209,25289
87545483,91650,520688,525645,518454,515602,257008,457908
87545491,91650,644494,665433,672723,683921,344155,608705
87381624,78980,375428,361155,339493,324134,127358,247376
87763607,5100,183132,169834,142121,156681,99791,112464
87696088,45250,45392,48170,43985,47148,30194,43963
87592063,87400,163,251,65,98,64,120
87722728,69530,238108,272465,274629,317178,199126,241660
87747451,38190,235496,259862,235085,273904,165206,197923
87317180,62170,514,451,3,152,380,1330
87694596,71190,4523,4415,4329,4426,6147,6440
87131961,1460,38422,32521,32292,35922,25344,34660
87415364,27800,8257,10354,9516,13096,10420,18951
87734269,43100,82274,93356,77937,95704,61464,79521
87448084,61220,34775,35494,34356,37420,24431,31297
87594002,19100,836580,864600,758883,810034,538164,776960
87473074,22250,20214,24009,31064,36462,28626,39722
87394452,28160,70824,76016,74844,80996,64559,83512
87694166,71190,6225,7856,6919,4836,5732,5014
87581736,33520,20215,29204,34218,51176,26358,29469
87212134,67170,522294,565974,563815,619310,423151,486002
87345439,59151,3496,3335,3269,3148,1376,1600
87682120,91800,4792605,4964873,5045320,5141272,920246,3464332
87144154,88600,64305,68352,68676,50987,42714,58855
87276451,95820,108183,111374,122599,112059,52202,110345
87471037,35170,108094,120054,130109,166368,119298,145999
87387092,27730,130854,133082,103373,107823,66030,83609
87592162,19170,5815,5810,5992,7502,4761,5689
87316067,80300,2704,3036,2632,2990,2843,2579
87342105,62160,196459,198058,174904,181839,99295,106125
87681510,91720,70957,68182,64001,60666,34449,42004
87296244,59137,50415,55333,49018,56535,44422,56192
87491191,17100,2421,3470,3155,2918,2216,3217
87597708,23150,1022,1223,764,551,628,1187
87592741,87230,21535,19077,15815,17746,12295,16465
87672634,64260,8354,7884,6855,9425,6920,9013
87718122,25320,11428,8714,4466,5284,6415,6242
87582684,33140,38884,42938,41353,43876,22884,34033
87444000,14000,3070891,3191694,2835925,3173011,1959000,2523089
87317321,62132,5727,3274,2945,3196,1764,1110
87756320,6800,1022116,1264538,1180596,1343669,747076,916468
87613000,46000,348633,355110,299131,331604,263846,352827
87317263,62100,999319,982337,895183,998639,757575,923165
87281071,62185,706331,747269,714434,773711,415684,497057
87473546,22160,21166,24032,23917,27278,29476,36048
87342543,62470,72788,65520,57276,54456,9333,20684
87673657,64250,7240,5754,4459,7449,6764,11948
87345520,59400,657910,687678,627458,697594,464567,528658
87783340,12560,487,915,770,763,531,479
87757625,6400,3460278,3853968,3503089,4073099,2289665,3217787
87757617,6150,195274,349434,217673,212472,104403,135049
87345413,59169,40890,45486,42550,46429,18436,19417
87756395,6320,73501,89868,77459,99635,74013,95563
87613109,12700,73838,75990,71224,107834,82518,121278
87671156,65130,7984,6742,3673,3638,3388,4907
87447144,50570,1404,1948,1403,0,0,0
87611061,31390,264504,275991,211810,242174,191932,217819
87615286,11000,786810,844291,693148,775306,565381,820367
87447243,50500,189685,204135,182871,198781,115933,139469
87473504,29270,60746,59810,44750,34270,29538,43661
87172353,8110,28893,24363,20816,20213,10707,14028
87615625,81400,89990,96438,76308,84973,62788,87641
87473561,22160,3558,3273,3410,2557,2633,4297
87756478,6180,547273,621458,569840,681005,412844,530774
87755371,83660,95145,104587,90048,97030,60842,87100
87765735,84000,257686,356186,313065,313857,163728,231161
87753566,13620,78019,83910,73731,80636,40959,55665
87208553,69260,18331,21500,17487,21010,9241,13453
87281139,59970,109852,117253,111522,122794,91344,91911
87751776,13260,238249,271895,256460,294183,204879,269368
87611665,31620,223630,235142,201012,229548,208341,264320
87615039,11400,298324,307949,247301,281801,207782,278907
87611897,82100,84572,82548,68087,76508,61749,90966
87584136,33350,138851,148967,132624,101245,106766,145213
87615468,81100,174902,179620,125499,130131,90303,117058
87345587,59217,3,8,1,544,248,271
87581538,33700,40743,60107,55965,72314,38370,47306
87582841,33490,5406,5031,6238,8034,5015,5966
87345561,59540,106785,115496,105680,128178,82399,101059
87473066,22350,31786,36453,45131,55299,42095,49281
87613356,82300,99606,102636,81556,90861,77676,115581
87765503,84300,181721,193612,172495,199358,124208,178501
87491217,33620,31594,39048,44820,55349,40871,53449
87611079,31220,163036,171050,132125,152020,123606,161091
87781542,34260,5741,5297,2287,359,674,839
87141572,54109,3394,3022,3344,669,1425,2490
87581595,33150,375609,462412,503076,674888,433419,582597
87785006,66290,51893,55700,49136,53142,34933,51686
87543033,45520,29410,31548,36191,42501,36970,50076
87696492,58340,33532,33395,26574,28653,15351,21102
87382655,95800,6743592,6809697,6755489,6739264,3298015,4571827
87381905,95800,12213175,12347999,12279673,12236286,5992100,8094593
87382499,95800,6806298,7125540,7359555,7560627,5544432,8547410
87487280,79140,322,315,483,535,465,763
87182410,68700,396767,391782,372890,400877,351266,364274
87276063,95120,3026905,3047339,3036288,2994643,1248094,2387478
87582742,33720,212203,233554,256860,305309,217265,280802
87723452,38110,29977,26634,24194,33073,24956,34699
87682161,77240,2243095,2215556,2141123,2087642,826308,1220134
87334490,35510,124095,117985,119278,145459,97045,107038
87743302,1250,4885,4694,4123,6762,3169,3769
87592873,16150,6541,7182,3850,2255,16,0
87597112,36800,80,115,95,87,155,121
87747212,38690,50770,53309,51640,53351,44628,62965
87576223,36210,16300,19859,21423,24538,21125,20893
87713578,71150,351985,369020,314142,325664,295045,321168
87574111,45380,9896,11992,11820,14271,8992,12387
87583690,16210,14990,16052,16505,22302,16085,22195
87481390,85300,141623,158081,149736,179537,118681,151854
87725002,71100,1297413,1366947,1238458,1309047,1040278,1185498
87484204,49290,197908,202158,181722,176200,98379,117731
87174003,51000,796200,825899,717835,801402,468771,600736
87734731,43800,1671,1245,1606,1866,969,2273
87545152,91730,210255,201279,188475,177504,89603,141799
87741009,73010,3624235,3781533,3447007,3701807,2466954,3195946
87276725,60230,703547,716218,622939,674357,461738,555890
87775221,30530,5442,5158,4313,6555,4899,5833
87571463,37310,14040,14050,10751,8861,2154,1974
87721829,69620,12411,8453,9539,13321,6775,9180
87462085,74400,3105,3869,4670,5373,4729,9265
87746784,74400,143725,142873,134648,150679,100733,113584
87741231,73390,28457,32484,27915,25795,22831,29576
87276030,95230,2155045,2072979,2066509,2096797,943277,1828450
87393058,75015,10321323,9575471,8715423,7947231,1472021,2516159
87396275,72470,34654,26741,20618,22836,14192,13105
87171926,51430,900104,989282,969535,1154599,564137,716909
87276519,95660,320066,344530,353481,342276,158430,311096
87682450,77430,478155,497079,505753,518423,237145,415355
87185348,70290,43374,46864,44324,52227,52119,52818
87715326,39300,29142,33993,28993,35922,36540,46373
87352047,39300,5910,4248,1571,2545,1507,2650
87115873,77160,204274,211940,215765,220552,105983,144147
87141085,54250,13210,9340,11239,14994,12645,17742
87683128,89340,58208,58963,53895,80015,57749,74932
87683615,89290,3195,3169,2172,3062,1684,1473
87484352,49123,27185,32871,38102,37933,23453,36433
87783530,48230,606,612,547,222,64,141
87116509,77660,318892,317021,308219,302651,116332,209345
87381475,78570,823290,796777,757040,719119,331726,826353
87481051,44000,28301,30325,35066,45506,27555,34645
87696302,58240,7642,7940,6355,7703,11116,10215
87276113,60500,2500930,2603456,2427387,2679758,1694056,2105427
87486332,85110,16152,15532,17660,17727,8294,12552
87734343,48600,464,500,500,707,611,1153
87722710,69630,65119,77448,80970,91801,74261,89155
87276162,95430,53547,54127,55078,55733,24510,35917
87721530,69260,235456,253010,241958,252754,182340,212581
87172007,8000,1079803,1080642,973619,1001032,776821,992036
87144055,88130,280450,284407,276459,313168,239565,288610
87381194,95750,207620,211762,210567,216668,61405,186583
87394007,28000,2669475,2645649,2572719,2732020,1994683,2514296
87682419,77590,48843,50979,51957,53428,24561,58961
87722561,38670,144755,160477,158389,195254,136089,172740
87575225,86360,9360,10107,11034,13325,8414,11727
87583443,16260,27141,28700,21027,17783,5765,120
87775148,48250,662,621,776,968,849,1181
87751230,4160,38741,40836,31432,18133,7155,11083
87396606,72500,161421,167877,159432,152866,81240,112602
87543066,28210,4606,4982,3358,3720,3302,5504
87595165,24460,895,1091,1317,1871,1671,2114
87574665,37110,61802,57896,58237,68702,52114,69991
87116582,2400,1786537,1739984,1604230,1590892,955709,1194138
87471524,35220,401892,419143,417333,465229,358738,389297
87481648,44110,29438,27774,22439,24437,17166,23874
87590372,44110,100208,105333,98200,100608,56599,72910
87545756,28200,98778,100024,97281,119897,85850,126726
87474064,29150,28101,15531,26892,32682,20984,36172
87592105,87460,2433,2274,2376,3889,2428,2987
87491506,16120,48921,51176,48544,56387,36591,31666
87576298,18190,11263,11801,9070,10472,7441,9878
87597005,36000,751042,787944,728454,805216,560045,617397
87144071,88330,112266,115421,108573,126310,105365,129652
87696856,89660,3124,3511,3339,4959,3101,4143
87485110,17340,78511,87581,68306,85288,56464,88489
87473140,22170,10492,11001,10169,11356,9087,12364
87758607,75001,30742412,31827871,32450133,32978142,7980634,23513054
