temperature_moyenne,nb_lost_item
3.5874999999999995,26
3.5875,20
3.5875000000000004,18
3.599999999999999,4
3.5999999999999996,8
3.6,41
3.6000000000000005,14
3.6125,65
3.6125000000000003,34
3.6249999999999996,9
3.625,82
3.6250000000000004,8
3.628571428571429,1
3.6285714285714294,1
3.6374999999999993,4
3.6374999999999997,30
3.6375,72
3.6428571428571423,5
3.6499999999999995,31
3.65,12
3.6500000000000004,10
3.6624999999999996,33
3.6625,5
3.6625000000000005,11
3.6666666666666665,4
3.6714285714285713,2
3.6714285714285717,2
3.6749999999999994,1
3.675,13
3.6750000000000003,23
3.6750000000000007,25
3.6857142857142855,3
3.685714285714286,3
3.6874999999999996,5
3.6875,86
3.6999999999999993,15
3.6999999999999997,67
3.7,22
3.7000000000000006,15
3.7124999999999995,3
3.7125,34
3.7125000000000004,6
3.7249999999999996,33
3.725,25
3.7250000000000005,18
3.7374999999999994,2
3.7375,24
3.7375000000000003,22
3.7499999999999996,5
3.75,29
3.7500000000000004,2
3.7571428571428567,2
3.7624999999999997,40
3.7625,61
3.7625000000000006,24
3.7714285714285714,11
3.7749999999999995,9
3.775,14
3.7750000000000004,4
3.783333333333333,1
3.7874999999999996,7
3.7875,22
3.7875000000000005,29
3.7999999999999994,27
3.8,20
3.8000000000000003,30
3.8000000000000007,2
3.8124999999999996,10
3.8125,31
3.8125000000000004,2
3.8249999999999993,8
3.8249999999999997,42
3.825,27
3.8285714285714283,1
3.8374999999999995,16
3.8375,55
3.8375000000000004,45
3.8428571428571425,2
3.8499999999999996,13
3.85,9
3.8500000000000005,3
3.8625,8
3.8625000000000003,39
3.8625000000000007,1
3.8749999999999996,1
3.875,31
3.8750000000000004,37
3.8857142857142857,11
3.8874999999999997,50
3.8875,34
3.8999999999999995,2
3.9,24
3.9000000000000004,3
3.9124999999999996,34
3.9125,9
3.9125000000000005,12
3.914285714285714,3
3.9142857142857146,3
3.925,22
3.9250000000000003,46
3.9250000000000007,15
3.9374999999999996,8
3.9375,17
3.9375000000000004,4
3.9428571428571426,4
3.9499999999999993,27
3.9499999999999997,77
3.95,36
3.9500000000000006,7
3.950000000000001,1
3.9624999999999995,6
3.9625,12
3.9625000000000004,22
3.971428571428571,3
3.9714285714285715,2
3.974999999999999,3
3.9749999999999996,20
3.975,27
3.9750000000000005,4
3.9875,36
3.9875000000000003,11
3.9875000000000007,14
4.0,65
4.012499999999999,24
4.0125,41
4.012500000000001,3
4.016666666666667,1
4.0249999999999995,32
4.025,28
4.0285714285714285,2
4.037499999999999,4
4.0375,34
4.0375000000000005,63
4.05,57
4.050000000000001,9
4.057142857142858,2
4.0625,53
4.062500000000001,5
4.074999999999999,23
4.075,141
4.0874999999999995,1
4.0875,47
4.1,55
4.1000000000000005,27
4.1125,77
4.112500000000001,10
4.12,2
4.124999999999999,2
4.125,58
4.125000000000001,10
4.137499999999999,53
4.1375,59
4.1499999999999995,6
4.15,41
4.157142857142857,6
4.1625,37
4.1625000000000005,27
4.166666666666667,1
4.174999999999999,2
4.175,60
4.175000000000001,23
4.1875,63
4.187500000000001,2
4.199999999999999,4
4.2,30
4.2124999999999995,23
4.2125,35
4.225,58
4.2250000000000005,66
4.237499999999999,2
4.2375,37
4.24,8
4.242857142857143,3
4.249999999999999,6
4.25,66
4.250000000000001,28
4.262499999999999,14
4.2625,36
4.271428571428571,1
4.2749999999999995,14
4.275,55
4.2875,21
4.2875000000000005,46
4.3,72
4.300000000000001,6
4.312499999999999,16
4.3125,69
4.312500000000001,1
4.324999999999999,32
4.325,41
4.325000000000001,2
4.3374999999999995,19
4.3375,60
4.3428571428571425,5
4.35,23
4.3500000000000005,40
4.3625,91
4.362500000000001,11
4.366666666666666,10
4.371428571428572,16
4.374999999999999,2
4.375,23
4.387499999999999,12
4.3875,43
4.3999999999999995,1
4.4,23
4.4125,31
4.4125000000000005,39
4.414285714285715,1
4.424999999999999,3
4.425,52
4.425000000000001,23
4.437499999999999,4
4.4375,27
4.442857142857143,14
4.449999999999999,28
4.45,9
4.4624999999999995,36
4.4625,34
4.475,96
4.4750000000000005,37
4.487499999999999,2
4.4875,33
4.487500000000001,10
4.499999999999999,56
4.5,83
4.512499999999999,29
4.5125,48
4.5249999999999995,24
4.525,56
4.528571428571428,4
4.5285714285714285,4
4.528571428571429,1
4.5375,20
4.5375000000000005,18
4.55,64
4.550000000000001,18
4.5625,44
4.571428571428571,26
4.574999999999999,22
4.575,60
4.575000000000001,7
4.585714285714286,5
4.5874999999999995,3
4.5875,23
4.6,35
4.6000000000000005,22
4.612499999999999,2
4.6125,79
4.612500000000001,47
4.614285714285714,6
4.614285714285715,10
4.624999999999999,2
4.625,48
4.637499999999999,22
4.6375,100
4.637500000000001,6
4.642857142857143,2
4.6499999999999995,20
4.65,19
4.657142857142857,1
4.6571428571428575,3
4.662499999999999,1
4.6625,14
4.6625000000000005,42
4.666666666666667,4
4.671428571428572,6
4.675,60
4.675000000000001,9
4.687499999999999,17
4.6875,82
4.687500000000001,25
4.699999999999999,48
4.7,37
4.700000000000001,9
4.712499999999999,1
4.7124999999999995,55
4.7125,64
4.714285714285714,2
4.725,53
4.7250000000000005,33
4.737499999999999,19
4.7375,62
4.737500000000001,18
4.749999999999999,10
4.75,110
4.757142857142857,1
4.762499999999999,4
4.7625,69
4.762500000000001,4
4.7749999999999995,26
4.775,50
4.785714285714286,2
4.7857142857142865,8
4.787499999999999,6
4.7875,109
4.7875000000000005,35
4.8,69
4.800000000000001,9
4.812499999999999,15
4.8125,52
4.812500000000001,19
4.814285714285715,13
4.816666666666667,9
4.824999999999999,25
4.825,77
4.8374999999999995,14
4.8375,45
4.8428571428571425,10
4.849999999999999,1
4.85,36
4.8500000000000005,1
4.862499999999999,13
4.8625,80
4.862500000000001,18
4.871428571428572,4
4.875,72
4.887499999999999,42
4.8875,33
4.8999999999999995,69
4.9,60
4.9125,67
4.9125000000000005,20
4.914285714285714,1
4.924999999999999,12
4.925,62
4.925000000000001,25
4.928571428571429,2
4.937499999999999,20
4.9375,82
4.937500000000001,17
4.942857142857143,7
4.949999999999999,59
4.95,70
4.962499999999999,2
4.9624999999999995,49
4.9625,39
4.971428571428571,4
4.971428571428572,5
4.975,80
4.9750000000000005,13
4.975000000000001,3
4.985714285714286,4
4.9875,18
4.987500000000001,7
4.999999999999999,13
5.0,84
5.012499999999999,27
5.0125,59
5.012500000000001,17
5.014285714285714,2
5.016666666666666,13
5.016666666666667,15
5.0249999999999995,54
5.025,44
5.028571428571428,8
5.028571428571429,1
5.0375,31
5.0375000000000005,52
5.042857142857143,1
5.049999999999999,8
5.05,82
5.050000000000001,9
5.0625,94
5.062500000000001,6
5.071428571428571,1
5.074999999999999,21
5.075,23
5.075000000000001,14
5.085714285714286,17
5.0874999999999995,41
5.0875,28
5.1,59
5.1000000000000005,48
5.112499999999999,5
5.1125,97
5.112500000000001,75
5.114285714285715,15
5.116666666666666,9
5.124999999999999,17
5.125,75
5.125000000000001,1
5.128571428571429,6
5.137499999999999,27
5.1375,61
5.137500000000001,5
5.1499999999999995,49
5.15,58
5.1625,38
5.1625000000000005,48
5.174999999999999,20
5.175,37
5.175000000000001,19
5.185714285714286,4
5.187499999999999,28
5.1875,108
5.187500000000001,13
5.199999999999999,12
5.2,96
5.200000000000001,22
5.2124999999999995,46
5.2125,101
5.224999999999999,9
5.225,59
5.2250000000000005,36
5.233333333333333,3
5.237499999999999,26
5.2375,76
5.237500000000001,32
5.249999999999999,9
5.25,111
5.250000000000001,7
5.262499999999999,37
5.2625,38
5.262500000000001,5
5.271428571428571,3
5.271428571428572,1
5.2749999999999995,30
5.275,114
5.275000000000001,14
5.285714285714286,8
5.2875,49
5.2875000000000005,11
5.299999999999999,34
5.3,40
5.300000000000001,23
5.312499999999999,1
5.3125,91
5.324999999999999,39
5.325,35
5.328571428571428,1
5.3374999999999995,57
5.3375,59
5.337500000000001,1
5.342857142857143,2
5.35,116
5.3500000000000005,56
5.350000000000001,2
5.357142857142857,6
5.362499999999999,5
5.3625,57
5.362500000000001,10
5.371428571428572,4
5.374999999999999,5
5.375,74
5.375000000000001,19
5.387499999999999,45
5.3875,79
5.387500000000001,4
5.3999999999999995,62
5.4,51
5.400000000000001,1
5.4125,53
5.4125000000000005,46
5.414285714285714,1
5.424999999999999,11
5.425,51
5.425000000000001,26
5.428571428571428,5
5.437499999999999,8
5.4375,56
5.437500000000001,1
5.449999999999999,10
5.45,67
5.450000000000001,4
5.462499999999999,8
5.4624999999999995,38
5.4625,124
5.475,108
5.4750000000000005,75
5.485714285714286,8
5.487499999999999,12
5.4875,70
5.487500000000001,38
5.499999999999999,15
5.5,49
5.500000000000001,22
5.512499999999998,1
5.512499999999999,43
5.5125,55
5.512500000000001,1
5.5249999999999995,39
5.525,69
5.5375,129
5.5375000000000005,63
5.542857142857144,21
5.55,85
5.550000000000001,10
5.562499999999999,5
5.5625,82
5.562500000000001,25
5.566666666666666,2
5.574999999999999,34
5.575,80
5.575000000000001,5
5.5874999999999995,61
5.5875,55
5.6,70
5.6000000000000005,41
5.612499999999999,15
5.6125,43
5.612500000000001,71
5.624999999999999,7
5.625,92
5.625000000000001,6
5.637499999999999,49
5.6375,75
5.637500000000001,4
5.6428571428571415,4
5.642857142857143,5
5.6499999999999995,42
5.65,77
5.6571428571428575,12
5.662499999999999,1
5.6625,62
5.6625000000000005,27
5.671428571428572,2
5.674999999999999,3
5.675,86
5.675000000000001,51
5.687499999999999,10
5.6875,65
5.687500000000001,4
5.699999999999999,17
5.7,42
5.700000000000001,28
5.7124999999999995,20
5.7125,37
5.724999999999999,2
5.725,72
5.7250000000000005,48
5.728571428571428,7
5.737499999999999,17
5.7375,113
5.737500000000001,22
5.749999999999999,38
5.75,66
5.750000000000001,3
5.757142857142858,5
5.762499999999999,4
5.7625,79
5.762500000000001,4
5.771428571428571,3
5.7749999999999995,40
5.775,71
5.783333333333334,5
5.785714285714286,2
5.787499999999999,2
5.7875,49
5.7875000000000005,13
5.787500000000001,28
5.799999999999999,2
5.8,44
5.800000000000001,38
5.812499999999999,21
5.8125,135
5.812500000000001,42
5.816666666666666,1
5.824999999999999,41
5.825,76
5.825000000000001,12
5.8374999999999995,44
5.8375,32
5.837500000000001,1
5.8428571428571425,3
5.849999999999999,5
5.85,24
5.8500000000000005,28
5.850000000000001,4
5.862499999999999,15
5.8625,107
5.862500000000001,17
5.874999999999999,36
5.875,48
5.875000000000001,50
5.883333333333333,24
5.885714285714286,1
5.887499999999999,42
5.8875,55
5.887500000000001,26
5.899999999999999,3
5.8999999999999995,73
5.9,47
5.900000000000001,1
5.912499999999999,7
5.9125,49
5.9125000000000005,39
5.924999999999999,3
5.925,33
5.925000000000001,19
5.937499999999999,3
5.9375,63
5.937500000000001,7
5.942857142857143,2
5.949999999999999,44
5.95,81
5.950000000000001,4
5.9624999999999995,68
5.9625,60
5.962500000000001,6
5.966666666666666,9
5.971428571428571,14
5.975,129
5.9750000000000005,11
5.985714285714286,3
5.987499999999999,2
5.9875,57
5.987500000000001,19
5.999999999999999,12
6.0,134
6.000000000000001,19
6.012499999999999,13
6.0125,88
6.012500000000001,3
6.0249999999999995,50
6.025,38
6.025000000000001,10
6.037499999999999,15
6.0375,30
6.0375000000000005,52
6.037500000000001,2
6.042857142857143,5
6.049999999999999,34
6.05,70
6.050000000000001,35
6.062499999999999,23
6.0625,118
6.062500000000001,6
6.074999999999999,90
6.075,84
6.075000000000001,29
6.085714285714286,12
6.0874999999999995,37
6.0875,125
6.1,62
6.1000000000000005,32
6.100000000000001,1
6.112499999999999,6
6.1125,41
6.112500000000001,36
6.124999999999999,27
6.125,104
6.125000000000001,17
6.128571428571428,10
6.137499999999999,32
6.1375,87
6.137500000000001,14
6.142857142857143,1
6.1499999999999995,57
6.15,42
6.150000000000001,1
6.162499999999999,17
6.1625,59
6.1625000000000005,49
6.162500000000001,13
6.171428571428571,2
6.171428571428572,6
6.174999999999999,7
6.175,42
6.175000000000001,13
6.185714285714285,8
6.185714285714286,2
6.187499999999998,2
6.187499999999999,4
6.1875,61
6.187500000000001,32
6.199999999999999,63
6.2,94
6.200000000000001,8
6.212499999999999,21
6.2124999999999995,56
6.2125,176
6.212500000000001,13
6.225,52
6.2250000000000005,20
6.225000000000001,2
6.228571428571429,3
6.237499999999999,16
6.2375,59
6.237500000000001,34
6.242857142857142,9
6.249999999999999,6
6.25,90
6.250000000000001,3
6.262499999999999,27
6.2625,65
6.262500000000001,16
6.274999999999999,2
6.2749999999999995,61
6.275,40
6.283333333333334,2
6.287499999999999,12
6.2875,89
6.2875000000000005,30
6.299999999999999,6
6.3,71
6.300000000000001,17
6.300000000000002,3
6.312499999999999,10
6.3125,125
6.312500000000001,4
6.314285714285714,2
6.324999999999999,56
6.325,56
6.325000000000001,3
6.3374999999999995,55
6.3375,64
6.337500000000001,2
6.3428571428571425,1
6.349999999999999,25
6.35,102
6.3500000000000005,76
6.362499999999999,5
6.3625,45
6.362500000000001,25
6.374999999999999,3
6.375,137
6.375000000000001,23
6.387499999999999,24
6.3875,111
6.387500000000001,16
6.399999999999999,14
6.3999999999999995,41
6.4,51
6.400000000000001,12
6.412499999999999,5
6.4125,57
6.4125000000000005,40
6.412500000000001,1
6.424999999999999,12
6.425,41
6.425000000000001,41
6.437499999999999,21
6.4375,111
6.437500000000001,41
6.437500000000002,12
6.442857142857142,1
6.449999999999999,19
6.45,93
6.457142857142857,1
6.462499999999999,9
6.4624999999999995,76
6.4625,65
6.475,99
6.4750000000000005,65
6.4875,74
6.487500000000001,16
6.499999999999999,51
6.5,69
6.500000000000001,1
6.512499999999999,8
6.5125,28
6.512500000000001,13
6.5249999999999995,17
6.525,72
6.525000000000001,1
6.528571428571428,1
6.537499999999999,3
6.5375,95
6.5375000000000005,14
6.537500000000001,24
6.542857142857143,2
6.542857142857144,7
6.55,156
6.550000000000001,41
6.562499999999999,4
6.5625,77
6.562500000000001,23
6.566666666666666,4
6.571428571428571,6
6.574999999999999,1
6.575,72
6.575000000000001,15
6.5857142857142845,7
6.5874999999999995,58
6.5875,65
6.587500000000001,10
6.6,104
6.6000000000000005,71
6.612499999999999,2
6.6125,67
6.612500000000001,31
6.614285714285714,4
6.614285714285715,3
6.624999999999999,13
6.625,135
6.625000000000001,8
6.633333333333334,20
6.637499999999998,5
6.637499999999999,25
6.6375,66
6.642857142857143,16
6.649999999999999,13
6.6499999999999995,19
6.65,46
6.650000000000001,14
6.657142857142857,10
6.6625,95
6.6625000000000005,33
6.662500000000001,1
6.671428571428572,8
6.674999999999999,4
6.675,139
6.675000000000001,61
6.683333333333333,20
6.685714285714286,1
6.687499999999999,17
6.6875,121
6.687500000000001,2
6.699999999999999,23
6.7,42
6.700000000000001,6
6.712499999999999,21
6.7124999999999995,58
6.7125,41
6.724999999999999,10
6.725,95
6.7250000000000005,47
6.728571428571429,1
6.737499999999999,36
6.7375,46
6.737500000000001,33
6.737500000000002,2
6.742857142857143,30
6.749999999999999,37
6.75,137
6.750000000000001,17
6.762499999999998,3
6.762499999999999,36
6.7625,39
6.762500000000001,13
6.7749999999999995,34
6.775,78
6.787499999999999,5
6.7875,33
6.7875000000000005,49
6.799999999999999,61
6.8,44
6.800000000000001,30
6.812499999999999,19
6.8125,71
6.812500000000001,47
6.824999999999999,61
6.825,71
6.825000000000001,24
6.8374999999999995,23
6.8375,133
6.849999999999999,1
6.85,67
6.8500000000000005,65
6.850000000000001,2
6.862499999999999,19
6.8625,99
6.862500000000001,32
6.874999999999998,1
6.874999999999999,15
6.875,131
6.875000000000001,48
6.887499999999999,37
6.8875,65
6.887500000000001,9
6.8999999999999995,48
6.9,115
6.900000000000001,9
6.912499999999999,6
6.9125,64
6.9125000000000005,57
6.912500000000001,8
6.916666666666667,7
6.924999999999999,13
6.925,101
6.925000000000001,45
6.928571428571429,1
6.9333333333333345,4
6.937499999999999,8
6.9375,116
6.937500000000001,5
6.949999999999999,15
6.95,97
6.950000000000001,39
6.957142857142857,1
6.962499999999999,8
6.9624999999999995,82
6.9625,66
6.971428571428572,5
6.974999999999999,3
6.975,21
6.9750000000000005,21
6.983333333333334,1
6.985714285714287,8
6.9875,94
6.987500000000001,39
6.987500000000002,5
6.999999999999999,9
7.0,52
7.000000000000001,30
7.012499999999999,23
7.0125,57
7.012500000000001,16
7.014285714285713,3
7.024999999999999,10
7.0249999999999995,35
7.025,101
7.028571428571428,11
7.028571428571429,7
7.0375,68
7.0375000000000005,89
7.042857142857143,1
7.049999999999999,6
7.05,70
7.050000000000001,59
7.057142857142858,5
7.062499999999999,31
7.0625,52
7.062500000000001,35
7.071428571428571,1
7.074999999999999,15
7.075,165
7.075000000000001,11
7.087499999999999,7
7.0874999999999995,43
7.0875,61
7.099999999999999,31
7.1,67
7.1000000000000005,77
7.100000000000001,2
7.112499999999999,26
7.1125,126
7.112500000000001,69
7.124999999999999,9
7.125,107
7.125000000000001,5
7.125000000000002,4
7.137499999999998,3
7.137499999999999,63
7.1375,47
7.137500000000001,3
7.1499999999999995,33
7.15,47
7.150000000000001,5
7.162499999999999,2
7.1625,124
7.1625000000000005,6
7.166666666666665,1
7.166666666666667,6
7.171428571428572,1
7.174999999999999,3
7.175,88
7.175000000000001,36
7.185714285714286,2
7.187499999999999,9
7.1875,40
7.187500000000001,23
7.199999999999999,39
7.2,45
7.200000000000001,37
7.2124999999999995,49
7.2125,46
7.212500000000001,19
7.224999999999999,7
7.225,75
7.2250000000000005,46
7.2285714285714295,10
7.237499999999999,23
7.2375,52
7.237500000000001,22
7.249999999999998,5
7.249999999999999,23
7.25,122
7.250000000000001,35
7.257142857142857,7
7.257142857142858,5
7.262499999999999,77
7.2625,52
7.262500000000001,25
7.2714285714285705,2
7.271428571428571,11
7.274999999999999,23
7.2749999999999995,44
7.275,36
7.279999999999999,1
7.285714285714286,3
7.2875,107
7.2875000000000005,55
7.299999999999999,14
7.3,116
7.300000000000001,42
7.300000000000002,3
7.312499999999999,6
7.3125,69
7.312500000000001,42
7.314285714285715,6
7.324999999999999,41
7.325,78
7.325000000000001,23
7.328571428571428,5
7.337499999999999,1
7.3374999999999995,67
7.3375,114
7.337500000000001,5
7.349999999999999,49
7.35,40
7.3500000000000005,77
7.350000000000001,7
7.357142857142857,9
7.362499999999999,52
7.3625,70
7.362500000000001,45
7.371428571428573,7
7.374999999999999,11
7.375,78
7.375000000000001,25
7.385714285714285,5
7.385714285714286,3
7.387499999999999,45
7.3875,52
7.387500000000001,6
7.399999999999999,5
7.3999999999999995,51
7.4,93
7.400000000000001,13
7.4125,37
7.4125000000000005,18
7.412500000000001,28
7.424999999999999,34
7.425,27
7.425000000000001,64
7.437499999999999,7
7.4375,81
7.437500000000001,5
7.437500000000002,8
7.442857142857142,2
7.449999999999998,15
7.449999999999999,52
7.45,82
7.450000000000001,39
7.4624999999999995,30
7.4625,91
7.462500000000001,2
7.475,73
7.4750000000000005,41
7.475000000000001,2
7.485714285714285,7
7.485714285714286,4
7.485714285714287,6
7.487499999999999,32
7.4875,134
7.487500000000001,77
7.499999999999999,20
7.5,128
7.500000000000001,6
7.512499999999999,27
7.5125,77
7.512500000000001,47
7.524999999999999,16
7.5249999999999995,41
7.525,54
7.525000000000001,1
7.5375,128
7.5375000000000005,45
7.537500000000001,8
7.549999999999999,9
7.55,61
7.550000000000001,26
7.550000000000002,1
7.557142857142857,4
7.562499999999999,11
7.5625,97
7.562500000000001,37
7.562500000000002,7
7.571428571428571,1
7.574999999999999,42
7.575,64
7.575000000000001,19
7.587499999999999,1
7.5874999999999995,48
7.5875,72
7.599999999999999,7
7.6,102
7.6000000000000005,66
7.600000000000001,4
7.612499999999999,53
7.6125,85
7.612500000000001,65
7.614285714285714,19
7.624999999999998,1
7.624999999999999,4
7.625,100
7.625000000000001,1
7.637499999999999,51
7.6375,60
7.637500000000001,11
7.642857142857143,2
7.649999999999999,11
7.6499999999999995,55
7.65,79
7.650000000000001,19
7.6571428571428575,10
7.662499999999999,3
7.6625,75
7.6625000000000005,41
7.666666666666667,2
7.671428571428572,16
7.674999999999999,3
7.675,62
7.675000000000001,75
7.685714285714285,7
7.685714285714286,8
7.687499999999999,1
7.6875,160
7.687500000000001,51
7.699999999999999,37
7.7,91
7.700000000000001,19
7.712499999999999,6
7.7124999999999995,34
7.7125,72
7.712500000000001,25
7.724999999999999,12
7.725,100
7.7250000000000005,70
7.737499999999999,34
7.7375,53
7.737500000000001,58
7.749999999999999,24
7.75,118
7.750000000000001,28
7.757142857142857,8
7.762499999999999,36
7.7625,93
7.762500000000001,45
7.766666666666667,20
7.774999999999999,12
7.7749999999999995,34
7.775,88
7.775000000000001,2
7.787499999999999,12
7.7875,49
7.7875000000000005,46
7.799999999999999,2
7.8,62
7.800000000000001,41
7.812499999999999,20
7.8125,66
7.812500000000001,40
7.824999999999999,61
7.825,34
7.825000000000001,56
7.8374999999999995,76
7.8375,109
7.837500000000001,1
7.849999999999999,15
7.85,56
7.8500000000000005,60
7.850000000000001,5
7.857142857142857,5
7.862499999999999,29
7.8625,92
7.862500000000001,66
7.874999999999998,7
7.874999999999999,15
7.875,106
7.875000000000001,15
7.887499999999998,3
7.887499999999999,21
7.8875,152
7.887500000000001,18
7.899999999999999,3
7.8999999999999995,22
7.9,97
7.912499999999999,17
7.9125,108
7.9125000000000005,66
7.9142857142857155,13
7.924999999999999,31
7.925,55
7.925000000000001,72
7.925000000000002,9
7.937499999999999,3
7.9375,117
7.937500000000001,32
7.94,1
7.949999999999999,51
7.95,109
7.950000000000001,35
7.957142857142856,2
7.962499999999999,14
7.9624999999999995,39
7.9625,37
7.962500000000001,7
7.966666666666666,2
7.971428571428572,1
7.974999999999999,17
7.975,83
7.9750000000000005,54
7.975000000000001,29
7.985714285714286,4
7.987499999999999,10
7.9875,49
7.987500000000001,28
7.999999999999999,24
8.0,151
8.000000000000002,18
8.0125,134
8.012500000000001,41
8.024999999999999,21
8.025,124
8.025000000000002,1
8.0375,183
8.037500000000001,22
8.042857142857141,6
8.049999999999999,17
8.05,152
8.062499999999998,27
8.0625,140
8.062500000000002,3
8.071428571428571,11
8.071428571428573,14
8.075,76
8.075000000000001,44
8.087499999999999,31
8.0875,100
8.099999999999998,14
8.1,92
8.100000000000001,33
8.112499999999999,77
8.1125,140
8.124999999999998,31
8.125,128
8.125000000000002,5
8.1375,122
8.137500000000001,43
8.149999999999999,17
8.15,91
8.157142857142857,5
8.1625,95
8.162500000000001,11
8.174999999999999,55
8.175,153
8.185714285714287,3
8.187499999999998,7
8.1875,141
8.187500000000002,14
8.2,73
8.200000000000001,11
8.212499999999999,58
8.2125,70
8.225,110
8.225000000000001,50
8.228571428571428,2
8.237499999999999,59
8.2375,104
8.249999999999998,18
8.25,130
8.250000000000002,25
8.2625,103
8.262500000000001,79
8.266666666666667,4
8.271428571428572,15
8.274999999999999,7
8.275,121
8.285714285714286,13
8.287499999999998,5
8.2875,127
8.287500000000001,19
8.299999999999999,54
8.3,76
8.3125,107
8.312500000000002,17
8.314285714285713,8
8.325,122
8.325000000000001,61
8.32857142857143,3
8.337499999999999,30
8.3375,82
8.337500000000002,9
8.342857142857143,6
8.35,168
8.350000000000001,25
8.362499999999999,59
8.3625,157
8.37142857142857,4
8.375,149
8.3875,86
8.387500000000001,39
8.399999999999999,11
8.4,98
8.400000000000002,2
8.412499999999998,3
8.4125,99
8.412500000000001,38
8.414285714285715,9
8.42,1
8.424999999999999,45
8.425,112
8.433333333333332,3
8.433333333333335,1
8.4375,109
8.437500000000002,13
8.442857142857141,10
8.45,108
8.450000000000001,86
8.462499999999999,12
8.4625,144
8.462500000000002,7
8.466666666666667,3
8.471428571428572,15
8.475,131
8.475000000000001,49
8.485714285714286,10
8.487499999999999,44
8.4875,150
8.5,175
8.500000000000002,35
8.512499999999998,4
8.5125,50
8.512500000000001,25
8.524999999999999,61
8.525,106
8.528571428571428,2
8.533333333333333,19
8.5375,131
8.537500000000001,38
8.549999999999999,147
8.55,90
8.557142857142859,2
8.562499999999998,7
8.5625,116
8.562500000000002,40
8.575,80
8.575000000000001,81
8.58,17
8.585714285714285,3
8.587499999999999,18
8.5875,105
8.587500000000002,1
8.599999999999998,9
8.6,120
8.600000000000001,6
8.612499999999999,72
8.6125,108
8.624999999999998,11
8.625,149
8.625000000000002,3
8.6375,63
8.637500000000001,23
8.649999999999999,49
8.65,158
8.650000000000002,2
8.657142857142857,11
8.657142857142858,4
8.662499999999998,5
8.6625,135
8.662500000000001,39
8.671428571428573,14
8.674999999999999,82
8.675,182
8.675000000000002,4
8.685714285714285,2
8.687499999999998,11
8.6875,150
8.687500000000002,2
8.7,63
8.700000000000001,50
8.712499999999999,40
8.7125,71
8.714285714285714,5
8.714285714285715,1
8.724999999999998,19
8.725,131
8.725000000000001,49
8.737499999999999,61
8.7375,56
8.749999999999998,28
8.75,125
8.750000000000002,20
8.7625,61
8.762500000000001,51
8.774999999999999,24
8.775,125
8.775000000000002,1
8.785714285714286,7
8.787499999999998,2
8.7875,70
8.787500000000001,28
8.799999999999999,57
8.8,145
8.800000000000002,6
8.812499999999998,3
8.8125,140
8.812500000000002,28
8.825,130
8.825000000000001,17
8.828571428571427,5
8.833333333333334,6
8.837499999999999,17
8.8375,126
8.837500000000002,5
8.842857142857142,2
8.849999999999998,5
8.85,96
8.850000000000001,66
8.862499999999999,46
8.8625,80
8.862500000000002,3
8.87142857142857,7
8.874999999999998,6
8.875,110
8.875000000000002,12
8.885714285714284,3
8.8875,111
8.887500000000001,54
8.899999999999999,17
8.9,151
8.9125,53
8.912500000000001,23
8.924999999999999,58
8.925,136
8.928571428571429,1
8.937499999999998,3
8.9375,135
8.937500000000002,1
8.942857142857143,2
8.95,79
8.950000000000001,16
8.950000000000003,7
8.957142857142857,17
8.962499999999999,44
8.9625,131
8.975,116
8.975000000000001,13
8.985714285714286,1
8.987499999999999,70
8.9875,46
8.999999999999998,30
9.0,145
9.000000000000002,2
9.012499999999998,14
9.0125,96
9.012500000000001,49
9.024999999999999,38
9.025,106
9.028571428571428,5
9.0375,67
9.037500000000001,25
9.042857142857143,3
9.049999999999999,99
9.05,143
9.057142857142857,8
9.062499999999998,8
9.0625,92
9.071428571428571,2
9.075,35
9.075000000000001,65
9.085714285714285,2
9.087499999999999,126
9.0875,145
9.087500000000002,11
9.099999999999998,9
9.1,87
9.100000000000001,78
9.112499999999999,77
9.1125,109
9.124999999999998,2
9.125,148
9.125000000000002,46
9.137499999999998,1
9.1375,81
9.137500000000001,18
9.14,2
9.142857142857142,7
9.149999999999999,61
9.15,144
9.150000000000002,2
9.157142857142858,3
9.162499999999998,18
9.1625,73
9.162500000000001,61
9.174999999999999,94
9.175,109
9.187499999999998,59
9.1875,151
9.187500000000002,9
9.2,104
9.200000000000001,75
9.212499999999999,27
9.2125,83
9.212500000000002,16
9.224999999999998,1
9.225,126
9.225000000000001,25
9.237499999999999,29
9.2375,32
9.242857142857144,7
9.25,157
9.250000000000002,14
9.257142857142856,2
9.2625,66
9.262500000000001,88
9.27142857142857,4
9.271428571428572,1
9.274999999999999,15
9.275,156
9.275000000000002,1
9.283333333333333,2
9.287499999999998,7
9.2875,188
9.287500000000001,27
9.299999999999999,113
9.3,82
9.312499999999998,16
9.3125,126
9.312500000000002,13
9.325,93
9.325000000000001,32
9.328571428571427,19
9.337499999999999,27
9.3375,119
9.337500000000002,2
9.35,75
9.350000000000001,48
9.362499999999999,71
9.3625,66
9.374999999999998,21
9.375,116
9.375000000000002,6
9.3875,222
9.387500000000001,89
9.399999999999999,60
9.4,167
9.400000000000002,28
9.412499999999998,11
9.4125,105
9.412500000000001,37
9.414285714285713,11
9.414285714285715,1
9.416666666666666,4
9.424999999999999,24
9.425,148
9.437499999999998,13
9.4375,195
9.437500000000002,16
